132000.0 	0
141600.0 	0
151200.0 	0
160800.0 	0
170400.0 	0
180000.0 	0
189600.0 	0
199200.0 	0
208800.0 	0
218400.0 	0
228000.0 	0
237600.0 	0
247200.0 	0
256800.0 	0
264000.0 	0
265800.0 	0
133800.0 	0
143400.0 	0
153000.0 	0
162600.0 	0
172200.0 	0
181800.0 	0
191400.0 	0
201000.0 	0
210600.0 	0
220200.0 	0
229800.0 	0
239400.0 	0
249000.0 	0
258600.0 	0
267600.0 	0
69000.0 	41
269400.0 	0
73800.0 	41
78600.0 	41
83400.0 	41
88200.0 	41
93000.0 	41
97800.0 	41
102600.0 	41
107400.0 	39
112200.0 	31
117000.0 	12
121800.0 	0
126600.0 	0
135600.0 	0
145200.0 	0
600.0 	41
154800.0 	0
164400.0 	0
174000.0 	0
183600.0 	0
193200.0 	0
202800.0 	0
212400.0 	0
222000.0 	0
231600.0 	0
241200.0 	0
250800.0 	0
260400.0 	0
271200.0 	0
1200.0 	41
1800.0 	41
2400.0 	41
3000.0 	41
3600.0 	41
4200.0 	41
273000.0 	0
4800.0 	41
5400.0 	41
6000.0 	41
6600.0 	41
7200.0 	41
7800.0 	41
8400.0 	41
137400.0 	0
9000.0 	41
147000.0 	0
9600.0 	41
10200.0 	41
156600.0 	0
166200.0 	0
10800.0 	41
175800.0 	0
11400.0 	41
185400.0 	0
12000.0 	41
195000.0 	0
12600.0 	41
204600.0 	0
13200.0 	41
13800.0 	41
214200.0 	0
223800.0 	0
14400.0 	41
233400.0 	0
15000.0 	41
243000.0 	0
15600.0 	41
252600.0 	0
16200.0 	41
16800.0 	41
274800.0 	0
18000.0 	41
19200.0 	41
20400.0 	41
21600.0 	41
22800.0 	41
24000.0 	41
25200.0 	41
26400.0 	41
27600.0 	41
28800.0 	41
30000.0 	41
31200.0 	41
32400.0 	41
33600.0 	41
36000.0 	41
38400.0 	41
40800.0 	41
43200.0 	41
45600.0 	41
48000.0 	41
50400.0 	41
52800.0 	41
55200.0 	41
57600.0 	41
60000.0 	41
62400.0 	41
64800.0 	41
67200.0 	41
72000.0 	41
76800.0 	41
81600.0 	41
86400.0 	41
91200.0 	41
96000.0 	41
100800.0 	41
105600.0 	41
110400.0 	35
115200.0 	20
120000.0 	0
124800.0 	0
129600.0 	0
134400.0 	0
144000.0 	0
153600.0 	0
163200.0 	0
172800.0 	0
182400.0 	0
192000.0 	0
201600.0 	0
211200.0 	0
220800.0 	0
230400.0 	0
240000.0 	0
249600.0 	0
259200.0 	0
268800.0 	0
270600.0 	0
136200.0 	0
145800.0 	0
155400.0 	0
165000.0 	0
174600.0 	0
184200.0 	0
193800.0 	0
203400.0 	0
213000.0 	0
222600.0 	0
232200.0 	0
241800.0 	0
251400.0 	0
261000.0 	0
